2011-01-12,Scientists see climate change link to Australian floods,0.04000000059604645,Reuters
2011-02-14,Climate change hits Alaska's national parks,0.05000000142238357,Reuters
2011-03-02,Extreme winter weather linked to climate change,0.015000000223517418,Reuters
2011-04-07,Climate change targets developing world's cities,0.03125000139698386,Reuters
2011-04-26,Rising seas scariest climate impact: Nauru's Moses,-0.2000000016654239,Reuters
2011-04-29,China carbon emissions could peak by 2025-2030: U.S. study,-0.06296296279739451,Reuters
2011-05-27,Venice may be less at risk from seas than feared,-0.021428572280066355,Reuters
2011-06-02,Australia warns climate change threatens Kakadu park,-0.08571428592715945,Reuters
2011-06-06,Rising forest density offsets climate change: study,0.04705882247756509,Reuters
2011-06-09,Farmers face water shortage as climate changes: FAO,-0.038461541900267966,Reuters
2011-06-18,Climate change raising tick threat for northern moose: officials,-0.03125000139698386,Reuters
2011-06-20,Supreme court rejects global warming lawsuit,-0.14736842324859217,Reuters
2011-09-05,In the world's breadbasket climate change feeds some worry,0.11818181881398866,Reuters
2011-09-12,Al Gore in 24-hour broadcast to convert climate skeptics,-0.10000000074505806,Reuters
2011-09-28,Climate change threatens Yellowstone region: report,3.0678861281451056e-09,Reuters
2011-11-21,Beware climate change risk from aircon fridge gases: U.N.,0.01999999980131785,Reuters
2011-12-02,Timeline: How the world discovered global warming,-0.012500000186264515,Reuters
2011-12-04,Gorillas tigers at risk due to climate change,-0.125,Reuters
2012-01-27,Singapore raises sea defences against tide of climate change,-0.09310344966321156,Reuters
2012-03-26,Global warming close to becoming irreversible-scientists,-0.1285714287133444,Reuters
2012-04-13,Scientists examine a hot epoch to forecast climate future,0.1888888919795001,Reuters
2012-04-26,Peru is latest developing nation to adopt climate change initiative,0.1083333349476258,Reuters
2012-04-29,Wind farms may have warming effect: research,0.1105263170443083,Reuters
2012-06-27,Exxon CEO calls climate change engineering problem,-0.06923077083550967,Reuters
2012-07-03,North Carolina lawmakers reject sea level rise predictions,-0.14000000009934108,Reuters
2012-07-22,Bacteria outbreak in Northern Europe due to ocean warming study says,0.11052631900498741,Reuters
2012-09-26,100 million to die by 2030 if world fails to act on climate,-0.12500000260770322,Reuters
2012-10-26,U.S. looks to old Arctic ship logs for climate change clues,0.05833333171904087,Reuters
2012-11-06,Indian monsoons may fail more often due to climate change-study,-0.0631578960701039,Reuters
2012-11-09,Maya civilization's collapse linked to climate change: study,-0.0733333354194959,Reuters
2012-11-22,Timeline: How the world found out about global warming,-0.03846154018090321,Reuters
2012-11-29,Evidence for man-made climate change getting stronger - U.N.,0.08421052482567336,Reuters
2012-11-30,Invest in food on climate change risk: Baring,-0.13333333354620708,Reuters
2012-12-05,Saudi Arabia sees need to act on climate change,0.02142857334443501,Reuters
2013-01-22,Obama wins praise abroad for climate change goals,0.06451613143567116,Reuters
2013-02-06,Amazon forest more resilient to climate change than feared - study,0.029411768212037927,Reuters
2013-04-16,Climate scientists struggle to explain warming slowdown,-0.0038461533303444204,Reuters
2013-05-20,Supreme Court declines to hear Alaska climate change case,-0.28749999962747097,Reuters
2013-06-12,New York lays out $20 billion plan to adapt to climate change,0.07916666567325592,Reuters
2013-06-13,Tide of humanity as well as rising seas lap at Kiribati's future,-0.018181819355849064,Reuters
2013-06-19,Time to stop arguing about climate change World Bank says,-0.1347826116758844,Reuters
2013-08-23,Britain's puffins at risk due to climate change,-9.313225746154785e-10,Reuters
2013-10-31,Emerging economies nearing half of global warming emissions,0.1333333340783914,Reuters
2013-11-10,Peru uses climate twist to lure tourists to shrinking glacier,-0.1558139556369116,Reuters
2013-11-12,Destructive Philippine typhoon puts spotlight on climate concerns,0.0074074069658915205,Reuters
2014-01-15,UN climate chief urges investors to bolster global warming fight,-0.01666666567325592,Reuters
2014-02-11,COLUMN-Better batteries are key to climate change: Kemp,0.26666666836374336,Reuters
2014-03-06,Climate change could mean more malaria in Africa South America,-0.03333333283662796,Reuters
2014-03-10,U.S. Senate Democrats pulling all-nighter on climate change,-0.04400000065565109,Reuters
2014-03-24,Global warming not stopped will go on for centuries: WMO,0.010000000521540642,Reuters
2014-03-31,Threat from global warming heightened in latest U.N. report,-0.04615384684159206,Reuters
2014-04-10,Hollywood heavyweights put climate change manifesto on TV,0.004000000953674317,Reuters
2014-05-16,U.S. insurer class action may signal wave of climate-change suits,-0.15555555870135626,Reuters
2014-07-15,Climate change signals the end of Australian shiraz as we know it,-0.037837841220804164,Reuters
2014-08-15,Solomons town first in Pacific to relocate due to climate change,0.11428571669828325,Reuters
2014-09-14,Ocean algae can evolve fast to tackle climate change: study,0.156250003259629,Reuters
